"Registry name","Map color (hex)","Map color (int)"
"fetzisasiandeco:orange_roof_slab_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_slab_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_slab_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_small","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_framed_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_framed_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_long_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_small_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_framed_block","#8F7748","9402184"
"fetzisasiandeco:orange_roof_stairs_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_framed_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_long_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_stairs_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_framed_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_acacia","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_bamboo","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_birch","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_cherry","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_crimson","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_jungle","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_long_warped","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_mangrove","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_oak","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_spruce","#876B62","8874850"
"fetzisasiandeco:orange_roof_top_block_warped","#876B62","8874850"
"fetzisasiandeco:pagoda","#707070","7368816"
"fetzisasiandeco:pagoda_lantern","#707070","7368816"
"fetzisasiandeco:pink_cushion","#F27FA5","15892389"
"fetzisasiandeco:pink_fence","#993333","10040115"
"fetzisasiandeco:pink_fence_extension","#993333","10040115"
"fetzisasiandeco:pink_fence_gate","#993333","10040115"
"fetzisasiandeco:pink_flat_roof_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_block_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_block_long","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_slab","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_slab_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_slab_long","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_slab_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_small","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_small_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_small_long","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_small_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_stairs","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_stairs_framed_block","#8F7748","9402184"
"fetzisasiandeco:pink_flat_roof_stairs_long","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_stairs_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_top_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_top_block_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_top_block_long","#876B62","8874850"
"fetzisasiandeco:pink_flat_roof_top_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_floor_chair_acacia","#D87F33","14188339"
"fetzisasiandeco:pink_floor_chair_bamboo","#E5E533","15066419"
"fetzisasiandeco:pink_floor_chair_birch","#F7E9A3","16247203"
"fetzisasiandeco:pink_floor_chair_cherry","#D1B1A1","13742497"
"fetzisasiandeco:pink_floor_chair_crimson","#943F61","9715553"
"fetzisasiandeco:pink_floor_chair_dark_oak","#664C33","6704179"
"fetzisasiandeco:pink_floor_chair_framed_block","#8F7748","9402184"
"fetzisasiandeco:pink_floor_chair_jungle","#976D4D","9923917"
"fetzisasiandeco:pink_floor_chair_mangrove","#993333","10040115"
"fetzisasiandeco:pink_floor_chair_oak","#8F7748","9402184"
"fetzisasiandeco:pink_floor_chair_spruce","#815631","8476209"
"fetzisasiandeco:pink_floor_chair_warped","#3A8E8C","3837580"
"fetzisasiandeco:pink_futon","#F27FA5","15892389"
"fetzisasiandeco:pink_large_cushion","#F27FA5","15892389"
"fetzisasiandeco:pink_mud_brick_corner","#876B62","8874850"
"fetzisasiandeco:pink_mud_brick_slab","#876B62","8874850"
"fetzisasiandeco:pink_mud_brick_slab_vertical","#876B62","8874850"
"fetzisasiandeco:pink_mud_brick_stairs","#876B62","8874850"
"fetzisasiandeco:pink_mud_brick_wall","#876B62","8874850"
"fetzisasiandeco:pink_mud_bricks","#876B62","8874850"
"fetzisasiandeco:pink_pagoda","#707070","7368816"
"fetzisasiandeco:pink_pagoda_lantern","#707070","7368816"
"fetzisasiandeco:pink_paper_lantern","#A7A7A7","10987431"
"fetzisasiandeco:pink_paper_lantern_nod","#A7A7A7","10987431"
"fetzisasiandeco:pink_roof_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_long_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_block_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_long_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_slab_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_small","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_long_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_small_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_framed_block","#8F7748","9402184"
"fetzisasiandeco:pink_roof_stairs_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_long_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_stairs_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_acacia","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_bamboo","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_birch","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_cherry","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_crimson","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_dark_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_jungle","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_long_warped","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_mangrove","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_oak","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_spruce","#876B62","8874850"
"fetzisasiandeco:pink_roof_top_block_warped","#876B62","8874850"
"fetzisasiandeco:purple_cushion","#7F3FB2","8339378"
"fetzisasiandeco:purple_fence","#993333","10040115"
"fetzisasiandeco:purple_fence_extension","#993333","10040115"
"fetzisasiandeco:purple_fence_gate","#993333","10040115"
"fetzisasiandeco:purple_flat_roof_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_block_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_block_long","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_block_long_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_slab","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_slab_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_slab_long","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_slab_long_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_small","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_small_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_small_long","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_small_long_framed_block","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_stairs","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_stairs_framed_block","#8F7748","9402184"
"fetzisasiandeco:purple_flat_roof_stairs_long","#876B62","8874850"
"fetzisasiandeco:purple_flat_roof_stairs_long_framed_block","#876B62","8874850"
